	Green	Pink	Brown	S1	S2
denovo25166	0	0	0	1	0
denovo25887	0	1	0	0	0
denovo25167	0	3	1	0	0
denovo25886	1	0	0	0	0
denovo25164	1	0	0	0	0
denovo25881	0	0	0	0	1
denovo25165	0	0	1	0	0
denovo25880	0	1	0	0	0
denovo25883	0	0	1	0	0
denovo25882	0	0	0	1	0
denovo932	0	1	0	0	0
denovo933	0	0	0	1	0
denovo930	0	0	0	0	1
denovo931	0	1	0	0	0
denovo936	0	0	1	1	11
denovo937	1	0	0	0	0
denovo934	0	1	0	0	0
denovo935	0	1	0	0	0
denovo938	1	0	0	0	0
denovo939	0	1	0	0	0
denovo2027	0	0	0	1	0
denovo2026	0	3	0	1	1
denovo2025	1	0	0	0	0
denovo2024	0	1	0	0	0
denovo2023	0	1	0	0	0
denovo2022	1	0	0	0	0
denovo2021	1	0	0	0	0
denovo9591	0	0	1	0	0
denovo24439	0	0	0	1	0
denovo24438	0	0	0	1	0
denovo24437	0	1	0	0	0
denovo24436	0	1	0	0	0
denovo24435	6	21	6	1	0
denovo24434	0	0	0	1	0
denovo24433	0	0	0	1	0
denovo24432	0	0	1	0	0
denovo24431	1	0	0	0	0
denovo24430	0	1	0	0	0
denovo2029	0	0	0	0	1
denovo9599	0	5	1	0	0
denovo24381	1	0	0	0	0
denovo24380	0	0	0	0	1
denovo24383	0	1	0	0	0
denovo24382	0	1	0	0	1
denovo24385	0	0	0	1	0
denovo24384	0	1	0	0	0
denovo24387	0	0	0	1	0
denovo24386	0	0	0	0	1
denovo24389	0	1	0	0	0
denovo24388	1	0	0	0	0
denovo16906	0	0	1	0	0
denovo16907	0	0	1	0	0
denovo16904	0	0	0	0	2
denovo16905	0	0	0	1	0
denovo16902	1	0	0	0	0
denovo16903	0	0	0	0	1
denovo16900	0	1	0	0	0
denovo16901	1	0	0	0	0
denovo16908	0	1	0	0	0
denovo16909	2	0	0	0	0
denovo5794	0	1	0	0	0
denovo5795	0	1	1	0	0
denovo15288	0	0	2	0	0
denovo15289	0	1	0	0	0
denovo15284	0	0	0	3	0
denovo15285	1	0	0	0	0
denovo15286	1	0	0	0	0
denovo15287	0	0	2	0	0
denovo15280	0	2	0	0	0
denovo15281	0	0	1	0	0
denovo15282	0	0	0	1	0
denovo15283	0	1	0	0	0
denovo165	0	0	2	0	0
denovo164	0	1	0	0	0
denovo167	0	0	2	0	0
denovo166	0	0	0	0	1
denovo161	0	6	2	2	0
denovo160	1	0	0	0	0
denovo163	0	0	0	0	1
denovo162	1	0	0	0	0
denovo169	3	0	0	0	0
denovo168	0	0	0	0	1
denovo5798	0	0	0	0	1
denovo5799	0	1	0	0	0
denovo21261	0	0	0	1	0
denovo21260	0	1	0	0	0
denovo21263	0	0	1	0	0
denovo21262	0	0	1	2	1
denovo21265	0	0	0	1	0
denovo21264	0	0	2	0	0
denovo21267	0	0	2	3	9
denovo21266	0	0	0	1	0
denovo21269	0	1	0	0	0
denovo21268	0	1	0	0	0
denovo14889	1	0	0	0	0
denovo14888	0	0	1	0	0
denovo17724	0	0	1	0	0
denovo14881	0	0	0	1	0
denovo14880	0	0	1	0	0
denovo14883	1	0	0	0	0
denovo14882	1	0	0	0	0
denovo14885	0	0	1	0	0
denovo14884	0	0	0	1	0
denovo14887	0	0	1	0	0
denovo14886	0	0	2	0	0
denovo15428	0	0	4	1	0
denovo15429	0	0	1	0	0
denovo10418	1	0	0	0	0
denovo10419	0	0	1	0	0
denovo15420	0	0	1	0	0
denovo15421	0	0	1	0	0
denovo15422	0	0	0	1	0
denovo15423	0	1	0	0	0
denovo15424	0	0	1	0	0
denovo15425	0	2	0	0	0
denovo15426	0	1	0	0	0
denovo15427	0	1	0	0	0
denovo21849	0	0	0	1	0
denovo21848	0	0	0	1	0
denovo21845	0	0	0	1	0
denovo21844	0	0	0	0	1
denovo21847	0	0	0	1	0
denovo21846	0	0	0	0	1
denovo21841	0	1	0	0	0
denovo21840	5	1	0	1	0
denovo21843	0	0	1	0	0
denovo21842	0	0	0	0	1
denovo13149	0	2	0	0	0
denovo13148	0	1	1	3	0
denovo13145	0	1	0	0	0
denovo13144	0	1	0	0	0
denovo13147	0	1	1	0	0
denovo13146	1	0	0	0	0
denovo13141	0	1	0	0	0
denovo13140	15	50	13	1	0
denovo13143	0	2	5	2	1
denovo13142	0	0	1	0	0
denovo12810	1	0	0	0	0
denovo12811	0	0	0	1	0
denovo12812	0	0	0	1	0
denovo12813	0	1	0	0	0
denovo12814	0	0	1	0	0
denovo12815	0	1	0	0	0
denovo12816	0	0	0	1	0
denovo12817	0	0	0	1	1
denovo12818	0	1	0	0	0
denovo12819	1	0	0	0	0
denovo23077	0	0	1	0	0
denovo25963	0	0	0	1	0
denovo16241	0	0	0	1	0
denovo16240	0	0	0	1	0
denovo16243	1	0	0	0	0
denovo16242	0	0	1	0	0
denovo16245	0	0	1	0	0
denovo16244	0	1	0	0	0
denovo16247	1	0	0	0	0
denovo16246	0	0	2	0	0
denovo16249	0	1	0	0	0
denovo16248	1	0	0	0	0
denovo6599	0	0	1	0	0
denovo6598	0	0	0	0	1
denovo6593	0	0	0	1	0
denovo6592	1	0	0	0	0
denovo6591	1	1	0	8	1
denovo6590	0	0	0	1	0
denovo6597	0	0	0	1	0
denovo6596	0	0	0	1	0
denovo6595	0	0	1	1	0
denovo6594	0	0	0	1	0
denovo8252	1	0	0	0	0
denovo8253	0	0	0	0	1
denovo8250	0	1	0	0	0
denovo8251	0	0	0	1	0
denovo8256	1	0	0	0	0
denovo8257	1	0	0	0	0
denovo8254	0	1	0	0	0
denovo8255	1	0	0	0	0
denovo8258	0	1	1	0	0
denovo8259	0	1	0	0	1
denovo18948	0	0	0	1	0
denovo18949	0	0	1	0	0
denovo18940	0	1	0	0	0
denovo18941	0	1	0	0	0
denovo18942	0	0	0	1	0
denovo18943	1	0	0	0	0
denovo18944	0	0	0	1	0
denovo18945	0	0	0	1	0
denovo18946	0	1	0	0	0
denovo18947	0	0	0	0	1
denovo16793	0	0	1	0	0
denovo6512	0	0	0	0	1
denovo16791	0	1	0	0	0
denovo16790	1	0	0	0	0
denovo16797	0	0	0	1	0
denovo16796	0	0	0	0	1
denovo11730	0	0	0	1	0
denovo11731	0	1	0	0	0
denovo11732	1	0	0	0	0
denovo11733	1	0	0	0	0
denovo11734	1	0	0	0	0
denovo11735	0	0	6	1	0
denovo11736	0	0	0	1	0
denovo11737	0	1	0	0	0
denovo11738	0	1	0	0	0
denovo11739	0	0	0	1	0
denovo16794	0	2	1	0	0
denovo16799	0	1	0	0	0
denovo16798	7	0	0	0	0
denovo7648	0	0	1	0	0
denovo7649	0	0	1	0	0
denovo7640	0	1	0	0	0
denovo7641	0	1	0	0	0
denovo7642	0	0	1	0	0
denovo7643	0	0	1	0	0
denovo7644	0	0	1	0	0
denovo7645	1	0	0	0	0
denovo7646	0	0	0	1	0
denovo7647	0	1	0	0	0
denovo25175	0	1	1	0	0
denovo25174	0	1	0	0	0
denovo25177	1	0	0	0	0
denovo25176	0	0	0	1	0
denovo25171	1	0	0	0	0
denovo25170	0	1	0	0	0
denovo25173	0	1	0	0	0
denovo25172	0	1	0	0	0
denovo25179	0	0	0	1	0
denovo25178	0	1	0	0	0
denovo2030	15	1	1	0	0
denovo2031	0	0	0	0	1
denovo2032	0	0	1	0	0
denovo2033	0	0	0	3	0
denovo2034	0	0	1	0	0
denovo2035	0	0	0	1	0
denovo2036	0	1	0	0	0
denovo2037	0	0	0	1	0
denovo2038	0	1	0	0	0
denovo2039	1	0	0	0	0
denovo3341	0	0	0	1	0
denovo3340	0	1	0	0	0
denovo3343	0	1	0	0	0
denovo3342	1	0	0	0	0
denovo3345	0	1	0	0	0
denovo3344	0	0	0	1	0
denovo3347	0	1	1	0	0
denovo3346	0	1	0	0	0
denovo3349	0	0	0	1	0
denovo3348	3	0	0	0	0
denovo25289	0	1	0	0	0
denovo25288	0	0	1	0	0
denovo25287	0	1	0	0	0
denovo25286	0	1	1	0	0
denovo25285	0	0	0	0	1
denovo25284	1	0	0	0	0
denovo25283	0	0	0	1	0
denovo25282	0	0	0	1	0
denovo25281	0	0	0	1	0
denovo25280	1	0	0	0	0
denovo9615	0	0	1	0	0
denovo9614	0	0	0	0	2
denovo9617	0	1	0	0	0
denovo9616	0	0	0	1	0
denovo9611	0	0	1	0	0
denovo9610	0	1	0	0	0
denovo9613	0	1	0	0	0
denovo9612	0	0	1	0	0
denovo9619	0	1	0	0	0
denovo9618	2	0	0	0	0
denovo2698	0	1	0	0	0
denovo2699	1	0	0	0	0
denovo2694	0	1	0	0	0
denovo2695	0	0	0	1	0
denovo2696	1	3	2	0	0
denovo2697	1	0	0	0	0
denovo2690	1	0	0	0	0
denovo2691	0	0	1	0	0
denovo2692	0	1	0	0	0
denovo2693	0	0	0	1	0
denovo25829	0	0	1	0	0
denovo25828	0	0	1	0	0
denovo25823	0	0	0	1	0
denovo25822	0	0	1	2	1
denovo25821	0	1	0	0	0
denovo25820	0	0	1	1	0
denovo25827	1	0	0	0	0
denovo25826	1	0	0	0	0
denovo25825	8	0	1	0	0
denovo25824	0	1	0	0	0
denovo4696	0	0	1	0	0
denovo4697	0	0	0	1	0
denovo4694	2	3	1	0	0
denovo4695	0	0	0	1	0
denovo4692	0	0	1	0	0
denovo4693	1	0	0	0	0
denovo4690	0	0	0	1	0
denovo4691	0	2	0	0	0
denovo4698	1	0	0	0	0
denovo4699	1	0	0	0	0
denovo2966	0	0	0	1	0
denovo2967	0	0	0	1	0
denovo2964	0	1	0	0	0
denovo2965	0	1	4	0	0
denovo2962	0	0	1	0	0
denovo2963	0	1	0	0	0
denovo2960	1	0	0	0	0
denovo2961	1	0	0	0	0
denovo2968	0	0	0	1	0
denovo2969	0	0	0	1	0
denovo6276	0	0	0	2	2
denovo6277	0	0	1	2	1
denovo6274	0	1	0	0	0
denovo6275	0	0	1	0	0
denovo6272	1	0	0	0	0
denovo6273	1	0	0	0	0
denovo6270	1	0	0	0	0
denovo6271	0	1	0	0	0
denovo6278	0	0	0	1	0
denovo6279	0	0	0	0	1
denovo4528	0	0	1	0	0
denovo4529	0	0	1	0	0
denovo4520	1	0	0	0	0
denovo4521	1	0	0	0	0
denovo4522	0	0	0	0	1
denovo4523	0	0	0	0	1
denovo4524	1	0	0	0	0
denovo4525	0	0	1	0	1
denovo4526	0	1	0	0	0
denovo4527	0	0	1	0	0
denovo13808	0	0	1	0	0
denovo13809	0	0	1	0	0
denovo13800	0	1	0	0	0
denovo13801	0	0	1	0	0
denovo13802	0	2	0	0	0
denovo13803	0	0	0	0	1
denovo13804	0	1	0	0	0
denovo13805	0	1	0	0	0
denovo13806	0	1	0	0	0
denovo13807	0	0	1	0	0
denovo19846	0	0	0	3	0
denovo19847	0	0	1	0	0
denovo19844	1	0	0	0	0
denovo19845	0	1	0	0	0
denovo19842	0	0	0	1	0
denovo19843	1	0	0	0	0
denovo19840	0	0	0	1	0
denovo19841	1	0	0	0	0
denovo3089	1	0	0	0	0
denovo19848	1	0	0	0	0
denovo19849	0	0	1	0	0
denovo13707	0	0	1	0	0
denovo13706	0	0	0	2	0
denovo13705	0	0	0	1	0
denovo19360	1	0	0	0	0
denovo3082	0	2	0	0	0
denovo3083	0	0	0	1	0
denovo19365	0	2	0	0	0
denovo19364	1	0	0	0	0
denovo367	1	0	0	0	0
denovo366	0	8	2	0	1
denovo365	1	0	0	0	0
denovo364	0	0	0	1	0
denovo363	0	0	0	1	0
denovo362	0	0	0	1	0
denovo361	2	0	0	0	0
denovo360	0	0	0	1	1
denovo369	0	1	0	0	0
denovo368	0	1	0	0	0
denovo19543	0	0	1	0	0
denovo14710	0	0	1	0	0
denovo14713	0	1	0	0	0
denovo14712	0	1	0	0	0
denovo14715	1	0	0	0	0
denovo14714	0	1	1	0	0
denovo19545	0	0	1	0	0
denovo19544	0	0	0	0	3
denovo14719	0	0	0	1	0
denovo14718	0	1	0	0	0
denovo19549	1	0	0	0	0
denovo19548	0	1	0	0	0
denovo19095	0	0	1	1	0
denovo19094	1	0	0	0	0
denovo19097	0	0	0	0	1
denovo19096	0	0	0	0	1
denovo19091	0	0	1	0	0
denovo19090	0	0	0	2	1
denovo19093	0	0	0	1	0
denovo19092	0	0	1	0	0
denovo19099	0	0	0	0	1
denovo19098	0	0	0	0	1
denovo22850	0	0	0	1	0
denovo22857	0	0	0	1	0
denovo22856	0	0	0	2	1
denovo22855	0	0	0	1	0
denovo22854	0	0	3	8	18
denovo18708	0	1	0	0	0
denovo20243	0	0	1	0	0
denovo15547	0	1	0	0	0
denovo15546	0	1	1	0	0
denovo15545	0	0	1	0	0
denovo18702	0	2	0	0	1
denovo15544	2	0	0	0	0
denovo20249	0	0	0	1	0
denovo15543	0	0	1	0	0
denovo15542	1	0	0	0	0
denovo15541	0	0	0	1	0
denovo23759	0	0	0	1	0
denovo23758	0	1	0	0	0
denovo23757	0	1	0	0	0
denovo23756	0	1	0	0	0
denovo23755	0	0	0	1	0
denovo15540	0	0	0	1	0
denovo23753	1	0	0	0	0
denovo23752	0	0	0	1	0
denovo23751	0	0	0	1	0
denovo23750	1	0	0	0	0
denovo21441	0	0	1	0	0
denovo21440	0	1	1	0	0
denovo1129	2	0	0	0	0
denovo1128	0	1	0	0	0
denovo21445	0	0	1	0	0
denovo21444	0	1	0	0	0
denovo21447	0	0	0	0	1
denovo21446	0	0	0	1	0
denovo1123	0	0	0	1	1
denovo1122	1	0	0	0	0
denovo1121	1	0	0	0	0
denovo1120	0	0	1	0	0
denovo1127	1	0	0	0	0
denovo1126	1	0	0	0	0
denovo1125	1	0	0	0	0
denovo1124	0	0	0	0	1
denovo22930	0	0	0	1	0
denovo22931	0	0	0	1	0
denovo22932	0	0	0	1	1
denovo22933	0	0	0	1	0
denovo22934	0	0	0	1	0
denovo22935	0	0	0	1	0
denovo22936	0	0	1	0	0
denovo22937	0	0	0	1	0
denovo22938	0	0	0	1	0
denovo22939	0	0	0	1	0
denovo24190	0	0	1	0	0
denovo24191	0	1	0	0	0
denovo24192	0	1	0	0	0
denovo24193	1	0	0	0	0
denovo24194	0	0	1	5	1
denovo24195	0	0	0	0	1
denovo24196	2	0	0	0	0
denovo24197	1	0	0	0	0
denovo24198	0	1	0	0	0
denovo24199	0	2	1	2	0
denovo8986	0	1	0	0	0
denovo8987	0	0	0	0	1
denovo8984	0	0	0	0	1
denovo8985	0	1	0	0	0
denovo8982	0	0	2	0	0
denovo8983	0	0	0	1	0
denovo8980	0	0	0	1	0
denovo8981	0	0	0	1	0
denovo20477	0	0	0	0	1
denovo20476	0	0	0	1	0
denovo20475	0	0	1	0	0
denovo20474	0	0	1	0	0
denovo20473	0	1	0	0	0
denovo20472	1	0	0	0	0
denovo8988	1	0	0	0	0
denovo8989	0	0	1	0	0
denovo25207	1	0	0	0	0
denovo9059	0	1	0	0	0
denovo9058	0	0	1	0	0
denovo25206	0	1	1	0	0
denovo9053	0	0	1	0	0
denovo9052	0	2	4	10	4
denovo9051	0	1	2	0	0
denovo9050	0	1	0	0	0
denovo9057	0	2	0	0	0
denovo9056	0	1	0	0	0
denovo9055	0	1	0	0	0
denovo9054	0	1	0	0	1
denovo25209	1	0	0	0	0
denovo25208	1	0	0	0	0
denovo11978	0	0	0	1	0
denovo11979	0	0	0	2	0
denovo11976	1	0	0	0	0
denovo11977	1	0	0	0	0
denovo11974	1	0	0	0	0
denovo11975	0	2	0	0	0
denovo11972	0	1	0	0	0
denovo11973	0	1	0	0	0
denovo11970	0	0	1	0	0
denovo11971	0	0	0	1	0
denovo4328	0	1	0	0	0
denovo4329	0	1	0	0	0
denovo4326	0	0	1	0	0
denovo4327	0	1	0	0	0
denovo4324	0	0	1	0	0
denovo4325	0	0	0	1	0
denovo4322	0	4	3	3	0
denovo4323	1	0	0	0	0
denovo4320	0	0	0	4	0
denovo4321	0	0	0	1	0
denovo10599	0	1	0	0	0
denovo10598	0	0	0	0	1
denovo10593	0	0	3	1	0
denovo10592	0	0	1	0	0
denovo10591	0	0	1	0	0
denovo10590	0	0	0	1	0
denovo10597	1	0	0	0	0
denovo10596	0	0	0	1	0
denovo10595	0	0	1	0	0
denovo10594	0	0	0	1	0
denovo18368	0	0	1	0	0
denovo18369	0	0	0	1	0
denovo18360	0	1	0	0	0
denovo18361	0	0	0	0	1
denovo18362	0	1	0	0	0
denovo18363	0	0	1	0	0
denovo18364	0	0	0	1	0
denovo18365	4	0	0	0	0
denovo18366	0	1	0	0	0
denovo18367	1	0	0	0	0
denovo12999	1	0	0	0	0
denovo12998	0	0	0	1	0
denovo12995	0	0	1	0	0
denovo12994	1	0	0	0	0
denovo12997	0	0	0	1	0
denovo12996	0	1	0	0	0
denovo12991	1	0	0	0	0
denovo12990	0	0	0	1	0
denovo12993	1	0	0	0	0
denovo12992	1	0	0	0	0
denovo10629	0	0	0	1	0
denovo10628	0	1	0	0	0
denovo10625	0	0	0	1	0
denovo10624	0	0	1	0	0
denovo10627	0	3	0	0	1
denovo10626	0	0	1	0	0
denovo10621	0	1	0	0	0
denovo10620	1	0	0	0	0
denovo10623	0	0	0	1	0
denovo10622	0	0	1	0	0
denovo12667	0	0	0	1	0
denovo12666	0	0	0	1	0
denovo12665	0	1	0	0	0
denovo12664	0	1	0	0	0
denovo12663	0	0	1	0	0
denovo12662	0	0	1	0	0
denovo12661	1	0	0	0	0
denovo12660	1	0	0	0	0
denovo12669	0	0	1	0	0
denovo12668	0	0	1	0	0
denovo17019	0	1	0	0	0
denovo17018	0	0	0	1	1
denovo17017	0	0	1	0	0
denovo17016	20	95	7	3	0
denovo17015	0	0	0	1	0
denovo17014	0	0	0	1	0
denovo17013	0	1	0	0	0
denovo17012	1	0	0	0	0
denovo17011	1	0	0	0	0
denovo17010	0	0	0	1	0
denovo9104	0	1	0	0	0
denovo22167	0	0	0	1	0
denovo22166	0	0	1	0	0
denovo22165	0	0	0	1	0
denovo22164	0	1	0	0	0
denovo22163	0	1	0	0	0
denovo22162	0	0	1	0	0
denovo22161	0	0	0	1	0
denovo22160	0	1	0	0	0
denovo22169	0	0	1	0	0
denovo22168	0	0	0	0	1
denovo3954	0	0	0	0	1
denovo3955	0	0	0	1	0
denovo3956	0	0	1	0	0
denovo3957	2	0	0	0	0
denovo3950	0	0	0	0	1
denovo3951	0	0	0	0	1
denovo3952	0	0	0	0	1
denovo3953	1	0	0	0	0
denovo3958	0	1	0	0	0
denovo3959	0	0	0	1	0
denovo17909	0	0	0	1	0
denovo17908	0	0	1	0	0
denovo17905	0	0	0	0	1
denovo17904	0	0	0	0	1
denovo17907	0	0	0	1	0
denovo17906	0	0	0	1	0
denovo17901	1	0	0	0	0
denovo17900	1	2	0	1	0
denovo17903	0	1	0	0	0
denovo17902	1	7	5	5	0
denovo6416	0	1	0	0	0
denovo6417	0	0	0	1	0
denovo6414	2	0	0	0	0
denovo6415	0	1	0	0	0
denovo6412	1	0	0	0	0
denovo6413	0	0	0	0	1
denovo6410	0	0	1	0	0
denovo6411	0	0	2	1	2
denovo6418	0	0	1	0	0
denovo6419	1	0	0	0	0
denovo21591	0	0	0	1	0
denovo16628	0	0	1	0	0
denovo8043	0	0	0	1	0
denovo8042	1	0	0	0	0
denovo8041	0	0	1	0	0
denovo8040	1	0	0	0	0
denovo8047	0	1	0	0	0
denovo8046	0	0	0	1	0
denovo8045	0	1	0	0	0
denovo8044	1	0	0	0	0
denovo8049	1	0	0	0	0
denovo8048	1	0	0	0	0
denovo21599	0	1	0	0	0
denovo16620	0	0	1	0	0
denovo11507	0	0	0	1	0
denovo11506	0	1	0	0	0
denovo11505	0	0	0	1	0
denovo11504	1	0	0	0	0
denovo11503	0	3	0	0	0
denovo11502	0	0	0	0	1
denovo11501	0	0	0	1	0
denovo11500	0	0	0	1	0
denovo11509	1	0	0	0	0
denovo11508	0	0	0	1	0
denovo25324	1	0	0	0	0
denovo25325	0	1	0	0	0
denovo25326	1	0	0	0	0
denovo25327	1	0	0	0	0
denovo5448	0	1	0	0	0
denovo5449	0	0	1	0	0
denovo25322	0	1	0	0	0
denovo25323	1	0	0	0	0
denovo5444	0	0	1	0	0
denovo5445	0	0	2	0	0
denovo5446	0	0	2	0	0
denovo5447	0	0	0	1	5
denovo5440	0	0	0	1	0
denovo5441	0	1	0	0	0
denovo5442	0	0	0	1	0
denovo5443	0	0	0	1	0
denovo3136	1	0	0	0	0
denovo3137	0	0	0	1	0
denovo3134	1	0	0	0	0
denovo3135	1	0	0	0	0
denovo3132	1	0	0	0	0
denovo3133	0	0	0	0	1
denovo3130	0	0	1	0	0
denovo3131	0	0	1	0	0
denovo3138	0	0	0	1	0
denovo3139	0	0	0	1	0
denovo23814	0	0	0	0	1
denovo23815	0	0	1	0	0
denovo23810	0	1	0	0	0
denovo23811	0	0	0	1	1
denovo9457	0	0	0	1	0
denovo23812	0	0	0	1	0
denovo9456	0	0	1	1	12
denovo23813	0	0	0	1	0
denovo10184	0	0	1	0	0
denovo10185	0	0	1	0	0
denovo21083	0	1	0	0	0
denovo10187	0	0	0	1	1
denovo15352	0	1	0	0	0
denovo10181	0	0	1	0	0
denovo10182	1	0	0	0	0
denovo10183	0	1	0	0	0
denovo9459	0	1	0	0	0
denovo9458	1	0	0	0	0
denovo22630	0	1	0	0	0
denovo536	0	0	0	0	1
denovo537	0	0	1	0	0
denovo534	0	2	0	0	0
denovo535	0	0	2	0	0
denovo532	0	0	0	1	0
denovo533	0	1	0	0	0
denovo530	0	0	1	0	0
denovo531	1	0	0	0	0
denovo538	0	0	0	0	1
denovo539	0	1	0	0	0
denovo15671	1	0	0	0	0
denovo15670	0	0	0	0	1
denovo15673	0	0	0	1	0
denovo15672	0	0	1	4	0
denovo15675	3	0	0	0	0
denovo15674	0	1	0	0	0
denovo15677	0	0	1	0	0
denovo15676	0	1	0	0	0
denovo15679	0	0	0	1	0
denovo15678	1	0	0	0	0
denovo13736	1	0	0	0	0
denovo13737	0	0	1	0	0
denovo13734	0	2	0	1	0
denovo13735	0	1	0	0	0
denovo19356	0	0	0	0	1
denovo14105	1	0	0	0	0
denovo13730	1	4	2	1	0
denovo13731	0	0	1	0	0
denovo14108	0	0	1	0	0
denovo14109	0	0	1	0	0
denovo19358	0	0	0	0	1
denovo19359	0	1	0	0	0
denovo13738	0	0	1	0	0
denovo13739	1	0	0	0	0
denovo12465	0	1	0	0	0
denovo12464	0	1	0	0	0
denovo12467	6	0	0	0	0
denovo12466	0	1	0	0	0
denovo12461	0	20	3	0	0
denovo12460	0	1	0	0	0
denovo12463	1	0	0	0	0
denovo12462	0	1	0	0	0
denovo12469	0	2	3	0	1
denovo12468	0	1	0	0	1
denovo22365	1	0	0	0	0
denovo22364	0	0	0	0	1
denovo22367	1	0	0	0	0
denovo22366	0	0	0	1	0
denovo22361	0	1	0	0	0
denovo22360	0	1	0	0	0
denovo22363	1	0	0	0	0
denovo22362	0	0	0	0	1
denovo22369	0	1	0	0	0
denovo22368	0	1	0	0	0
denovo23094	1	0	0	0	0
denovo23095	0	0	0	1	0
denovo23096	0	1	0	0	0
denovo23097	0	0	1	0	0
denovo23090	0	1	0	0	0
denovo8504	0	0	1	0	0
denovo20219	0	0	0	0	1
denovo20218	0	1	0	0	0
denovo20217	0	14	3	0	0
denovo20216	0	1	1	2	5
denovo20215	0	0	0	1	0
denovo20214	0	0	0	1	0
denovo20213	0	5	1	0	1
denovo20212	0	0	0	5	1
denovo20211	0	1	0	0	0
denovo20210	0	0	0	0	1
denovo18751	0	1	0	0	0
denovo18750	0	1	0	0	0
denovo18753	0	0	1	0	0
denovo18752	0	1	0	0	0
denovo18755	0	0	3	1	2
denovo18754	0	2	0	0	0
denovo18757	0	0	1	1	0
denovo18756	0	0	1	0	0
denovo18759	0	4	1	0	0
denovo18758	0	0	0	0	1
denovo11394	0	1	0	0	0
denovo11395	0	0	0	1	0
denovo2761	1	0	0	0	0
denovo2767	0	0	1	0	0
denovo18799	0	0	0	2	0
denovo18798	0	1	0	1	0
denovo18797	0	1	0	0	0
denovo1686	1	0	0	0	0
denovo1687	0	2	2	0	0
denovo16614	0	1	0	0	0
denovo16615	1	0	0	0	0
denovo1682	0	0	0	1	0
denovo1683	0	0	0	0	1
denovo16610	1	0	0	0	0
denovo1681	1	0	0	0	0
denovo1688	1	0	0	0	0
denovo1689	1	0	0	0	0
denovo23548	0	0	0	1	0
denovo23549	1	0	0	0	0
denovo23546	0	1	0	0	0
denovo23547	1	0	0	0	0
denovo23544	0	0	1	0	0
denovo23545	0	1	0	0	0
denovo23542	2	0	0	0	0
denovo23543	0	1	0	0	0
denovo23540	1	0	0	0	0
denovo23541	2	0	0	0	0
denovo24019	0	1	0	0	0
denovo7	0	0	0	1	0
denovo24015	0	1	0	0	0
denovo24014	0	2	0	0	0
denovo24017	0	0	0	1	0
denovo24016	0	3	0	0	0
denovo24011	0	0	0	0	1
denovo24010	0	0	0	1	0
denovo24013	0	0	1	0	0
denovo24012	0	1	0	0	0
denovo1358	0	1	0	0	0
denovo1359	0	0	0	3	3
denovo1350	1	0	0	0	0
denovo1351	0	0	1	0	0
denovo1352	1	0	0	0	0
denovo1353	0	1	0	0	0
denovo1354	0	0	1	0	0
denovo1355	0	3	0	0	0
denovo1356	0	0	0	1	1
denovo1357	0	0	1	0	0
denovo14706	1	0	0	0	0
denovo19551	0	4	0	0	0
denovo19552	0	0	0	0	1
denovo19553	1	0	0	0	0
denovo19554	0	0	0	0	1
denovo19555	0	0	1	0	0
denovo14922	0	0	0	1	0
denovo14923	1	0	0	0	0
denovo8539	0	1	0	0	0
denovo8538	0	0	1	0	1
denovo14926	0	1	0	0	0
denovo14927	0	0	0	1	0
denovo14924	2	0	0	0	0
denovo14925	0	0	0	1	0
denovo8533	0	0	1	0	0
denovo8532	0	0	1	0	0
denovo8531	0	6	4	6	0
denovo8530	0	0	1	0	0
denovo8537	0	0	0	1	0
denovo8536	0	0	0	3	1
denovo8535	1	0	0	0	0
denovo8534	0	0	1	0	0
denovo11345	0	0	0	1	0
denovo11344	0	1	0	0	0
denovo11347	0	0	1	0	0
denovo11346	0	1	2	0	2
denovo11341	0	0	1	0	0
denovo11340	0	0	0	0	2
denovo11343	0	0	0	1	0
denovo11342	0	2	0	0	0
denovo11349	0	0	1	0	0
denovo11348	0	0	0	0	2
denovo25658	1	0	0	0	0
denovo25659	0	1	0	0	0
denovo25654	0	0	0	1	0
denovo25058	0	0	0	1	0
denovo25656	0	0	1	0	0
denovo25657	0	0	0	0	1
denovo25650	1	0	0	0	0
denovo25651	1	0	0	0	0
denovo25652	0	2	3	0	0
denovo25653	1	0	0	0	0
denovo3448	0	1	0	0	0
denovo3449	0	0	1	0	0
denovo3446	0	0	0	1	0
denovo3447	1	0	0	0	0
denovo3444	0	0	0	1	0
denovo3445	1	0	0	0	0
denovo3442	0	0	4	1	0
denovo3443	0	4	8	0	0
denovo3440	0	0	1	0	0
denovo3441	0	0	1	0	0
denovo11839	10	0	0	0	0
denovo11838	0	2	0	0	0
denovo7358	0	1	1	0	0
denovo7359	1	0	0	0	0
denovo7356	1	0	0	0	0
denovo7357	1	0	0	0	0
denovo7354	0	1	1	0	1
denovo7355	0	11	34	41	43
denovo7352	0	0	0	0	1
denovo7353	0	0	0	1	0
denovo7350	0	0	1	0	0
denovo7351	0	0	0	1	0
denovo15338	0	1	0	0	0
denovo15339	0	0	1	0	0
denovo10128	0	0	0	1	0
denovo10129	0	1	2	2	0
denovo15330	1	0	0	0	0
denovo10127	0	0	0	1	0
denovo10124	0	0	1	0	0
denovo10125	0	0	0	1	0
denovo10122	1	0	0	0	0
denovo10123	0	1	0	0	0
denovo10120	0	0	0	0	2
denovo10121	0	0	0	1	1
denovo13479	0	2	0	0	0
denovo13478	0	1	0	0	0
